ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB3238,Rv3212,conserved hypotheticals,NA,NE,NE,conserved alanine valine rich protein,20,42.4,10.4,-1.62,3389.2,829.1,-32,0.081,0.46181
MB3239c,Rv3213c,cell wall and cell processes,NA,NE,NE,POSSIBLE SOJ/PARA-RELATED PROTEIN,12,295.9,190.9,-0.62,14201.3,9163.88,-104.9,0.2333,0.64307
MB3240,Rv3214,intermediary metabolism and respiration,gpm2,NE,NE,POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM),9,38.3,258.3,2.61,1377.5,9300.35,220.1,0.0044,0.14832
MB3241,Rv3215,intermediary metabolism and respiration,entC,GD,NE,PROBABLE ISOCHORISMATE SYNTHASE ENTC (ISOCHORISMATE HYDROXYMUTASE) (ENTEROCHELIN BIOSYNTHESIS),15,0.9,26.5,2.41,55.4,1590.22,25.6,0.0089,0.19149
MB3242,Rv3216,intermediary metabolism and respiration,NA,NE,NE,"gcn5-related n-acetyltransferase, pseudogene",6,441.7,268.9,-0.71,10600,6454.27,-172.7,0.3233,0.72612
MB3243c,Rv3217c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,3,49.8,259,2.27,597.1,3107.68,209.2,0.4064,0.78169
MB3244,Rv3218,conserved hypotheticals,NA,NE,NE,Transcription regulator [contains diacylglycerol kinase catalytic domain],17,134,63.8,-1.01,9109.5,4341.79,-70.1,0.091,0.47029
MB3245,Rv3219,regulatory proteins,whiB1,ES,ES,transcriptional regulatory protein whib-like whib1. contains [4fe-4s]2+ cluster.,4,5.8,0,-1.11,92.6,0,-5.8,1,1
MB3246c,Rv3220c,regulatory proteins,NA,NE,NE,PROBABLE TWO COMPONENT SENSOR KINASE,20,75.5,126.2,0.71,6037.5,10098.61,50.8,0.1655,0.58046
MB3247c,Rv3221c,lipid metabolism,TB7.3,NE,NE,BIOTINYLATED PROTEIN TB7.3,1,0,0,0,0,0,0,1,1
MB3248c,Rv3221A,information pathways,rsha,NE,NE,anti-sigma factor rsha,2,0,0,0,0,0,0,1,1
MB3249c,Rv3222c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,0,0,0,0,0,0,1,1
MB3250c,Rv3223c,information pathways,sigH,NE,NE,ALTERNATIVE RNA POLYMERASE SIGMA-E FACTOR (SIGMA-24) SIGH (RPOE),15,200.3,182.7,-0.13,12017.2,10960.33,-17.6,0.8219,1
MB3251,Rv3224,intermediary metabolism and respiration,NA,NE,NE,possible iron-regulated short-chain dehydrogenase/reductase,14,536,201.1,-1.39,30015.5,11261.48,-334.9,0.0093,0.19593
MB3252,Rv3224A,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,1,0,1.8,0.43,0,7.01,1.8,0.3358,0.7329
MB3253,Rv3224B,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,3,33.8,0.5,-2.82,406.1,5.9,-33.4,0.077,0.45528
MB3254c,Rv3225c,intermediary metabolism and respiration,NA,NE,NE,"gcn5-related n-acetyltransferase, phosphorylase",26,198.8,182.8,-0.12,20670.8,19009,-16,0.8167,1
MB3255c,Rv3226c,conserved hypotheticals,NA,NE,NE,Phage protein,6,226.7,612.2,1.41,5441.2,14692.06,385.5,0.089,0.46876
MB3256,Rv3227,intermediary metabolism and respiration,aroA,NE,NE,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE AROA (5-ENOLPYRUVYLSHIKIMATE-3-PHOSPHATE SYNTHASE) (EPSP SYNTHASE) (EPSPS),6,0,0,0,0,0,0,1,1
MB3257,Rv3228,conserved hypotheticals,NA,NE,NE,Ribosome small subunit biogenesis RbfA-release protein RsgA,9,15,36.1,1.04,538.5,1297.81,21.1,0.2897,0.69569
MB3258c,Rv3229c,lipid metabolism,desa3,NE,NE,POSSIBLE LINOLEOYL-COA DESATURASE (DELTA(6)-DESATURASE),24,206.7,287.3,0.47,19845.2,27585.02,80.6,0.3106,0.71309
MB3259c,Rv3230c,intermediary metabolism and respiration,NA,NE,NE,HYPOTHETICAL OXIDOREDUCTASE,15,136.7,265.9,0.93,8201.7,15952.47,129.2,0.1908,0.60993
MB3260c,Rv3231c,conserved hypotheticals,NA,NE,NE,link to acyltransferase activity,6,345.3,325.7,-0.08,8287.6,7816.57,-19.6,0.8988,1
MB3261c,Rv3232c,intermediary metabolism and respiration,ppk2,NE,NE,polyphosphate kinase ppk2 (polyphosphoric acid kinase),24,405.8,362.3,-0.16,38953,34784.34,-43.4,0.6621,0.9466
MB3262c,Rv3234c,conserved hypotheticals,tgs3,NE,NE,possible triacylglycerol synthase (diacylglycerol acyltransferase),28,454.9,352.2,-0.36,50953.6,39451.65,-102.7,0.3758,0.7641
MB3263,Rv3235,conserved hypotheticals,NA,NE,NE,link to acyltransferase activity,5,277.6,145.7,-0.91,5551.5,2914.55,-131.8,0.4755,0.82513
MB3264c,Rv3236c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN,11,309.6,102.6,-1.55,13622.2,4514.33,-207,0.0066,0.17224
MB3265c,Rv3237c,conserved hypotheticals,NA,NE,NE,"Potassium channel TrkA, possible KefG analog required for KefB activity",9,203.2,493.7,1.26,7313.9,17771.55,290.5,0.2876,0.69271
MB3266c,Rv3238c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,22,516.6,488.5,-0.08,45462.7,42984.66,-28.2,0.869,1
MB3267c,Rv3239c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN,50,235.1,341.6,0.53,47016.2,68318.32,106.5,0.1422,0.53795
MB3268c,Rv3240c,cell wall and cell processes,secA1,ES,ES,PROBABLE PREPROTEIN TRANSLOCASE SECA1 1 SUBUNIT,45,0.1,0.3,0.06,12.4,47.98,0.2,1,1
MB3269c,Rv3241c,information pathways,hpf,NE,NE,Ribosome hibernation promoting factor Hpf,12,246.6,169.7,-0.53,11834.9,8144.58,-76.9,0.3245,0.7264
MB3270c,Rv3242c,conserved hypotheticals,NA,NE,NE,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",3,158.2,8.5,-3.6,1898.1,101.76,-149.7,0.0299,0.31661
MB3271c,Rv3243c,conserved hypotheticals,NA,NE,NE,unknown protein,4,0.6,10.1,1.43,9.6,160.97,9.5,1,1
MB3272c,Rv3244c,cell wall and cell processes,lpqB,ES,ES,PROBABLE CONSERVED LIPOPROTEIN LPQB,22,0,0,0,0,0,0,1,1
MB3273c,Rv3245c,regulatory proteins,mtrB,ES,ES,TWO COMPONENT SENSORY TRANSDUCTION HISTIDINE KINASE MTRB,17,0.2,0.1,-0.03,11.8,4.95,-0.1,0.4941,0.82744
MB3274c,Rv3246c,regulatory proteins,mtrA,GD,NE,TWO COMPONENT SENSORY TRANSDUCTION TRANSCRIPTIONAL REGULATORY PROTEIN MTRA,10,0,0,0,0,0,0,1,1
MB3275c,Rv3247c,intermediary metabolism and respiration,tmk,ES,NE,thymidylate kinase tmk (dtmp kinase) (thymidylic acid kinase) (tmpk),10,0.1,0.3,0.08,2.3,13.6,0.3,0.2385,0.64752
MB3276c,Rv3248c,intermediary metabolism and respiration,sahH,ES,ES,PROBABLE ADENOSYLHOMOCYSTEINASE SAHH (S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE) (ADOHCYASE),23,0,0,-0,1.2,0,-0,1,1
MB3277c,Rv3249c,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),11,211.9,266.4,0.32,9323.4,11720.05,54.5,0.6274,0.92386
MB3278c,Rv3250c,intermediary metabolism and respiration,rubB,NE,NE,PROBABLE RUBREDOXIN RUBB,3,10.2,252.3,4.08,122.6,3028.18,242.1,0.0114,0.21041
MB3279c,Rv3251c,intermediary metabolism and respiration,rubA,NE,NE,PROBABLE RUBREDOXIN RUBA,4,109.9,234.6,1.06,1758,3753.95,124.7,0.094,0.48009
MB3280c,Rv3252c,lipid metabolism,alkB,NE,NE,PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN),30,403.8,322.3,-0.32,48460.4,38681.5,-81.5,0.5658,0.88331
MB3281c,Rv3253c,cell wall and cell processes,NA,NE,NE,POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN,22,199.8,160.2,-0.31,17579.2,14101.09,-39.5,0.5523,0.87098
MB3282,Rv3254,conserved hypotheticals,NA,NE,NE,Monooxygenase,17,411.5,431.7,0.07,27982.7,29358.18,20.2,0.9159,1
MB3283c,Rv3255c,intermediary metabolism and respiration,manA,ES,ES,PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE),18,0,0,0,0,0,0,1,1
MB3284c,Rv3256c,conserved hypotheticals,NA,NE,NE,Sugar binding protein,9,76,2.5,-3.44,2734.3,88.89,-73.5,8e-4,0.07191
MB3285c,Rv3257c,intermediary metabolism and respiration,pmma,ES,ES,probable phosphomannomutase pmma (pmm) (phosphomannose mutase),20,0,0,0,0,0,0,1,1
MB3286c,Rv3258c,conserved hypotheticals,NA,NE,NE,sugar metabolism,4,27.9,13.6,-0.82,446,217.01,-14.3,0.3658,0.75919
MB3287,Rv3259,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,2,16.7,86.2,2.07,133.9,689.76,69.5,0.4315,0.79464
MB3288c,Rv3260c,regulatory proteins,whiB2,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2,2,0,0,0,0,0,0,1,1
MB3289,Rv3261,intermediary metabolism and respiration,fbiA,NE,NE,PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA,11,166.2,44.3,-1.8,7313.2,1948.19,-121.9,0.0119,0.21394
MB3290,Rv3262,intermediary metabolism and respiration,fbiB,NE,NE,PROBABLE F420 BIOSYNTHESIS PROTEIN FBIB,13,42.8,67.9,0.61,2227.6,3531.58,25.1,0.4571,0.81831
MB3291,Rv3263,information pathways,NA,NE,NE,PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE),26,306.1,360.8,0.23,31832,37524.14,54.7,0.5603,0.87811
MB3292c,Rv3264c,cell wall and cell processes,manC,GD,GD,d-alpha-d-mannose-1-phosphate guanylyltransferase manb (d-alpha-d-heptose-1-phosphate guanylyltransferase),16,0,1.7,0.42,1.4,108.63,1.7,1,1
MB3293c,Rv3265c,intermediary metabolism and respiration,wbbL1,GD,ES,"dtdp-rha:a-d-glcnac-diphosphoryl polyprenol,a-3-l-rhamnosyl transferase wbbl1 (alpha-l-rhamnose-(1->3)-alpha-d-glcnac(1->p)-p- decaprenyl)",16,4.7,0.5,-0.81,297.7,32.48,-4.1,1,1
MB3294c,Rv3266c,intermediary metabolism and respiration,rmlD,GD,ES,dtdp-6-deoxy-l-lyxo-4-hexulose reductase rmld (dtdp-rhamnose modification protein) (dtdp-rhamnose biosynthesis protein) (dtdp-rhamnose synthase),15,1.5,0.1,-0.35,88.6,5.35,-1.4,0.5005,0.82744
MB3295,Rv3267,conserved hypotheticals,NA,GD,ES,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1",20,3.4,0.3,-0.65,269.4,27.27,-3,0.0533,0.38847
MB3296,Rv3268,conserved hypotheticals,NA,NE,NE,regulated by transcription,12,164.8,88.4,-0.86,7908.4,4241.69,-76.4,0.0957,0.48078
MB3297,Rv3269,NA,NA,NE,NE,conserved protein,4,98.3,11.5,-2.65,1572.5,184.02,-86.8,0.4294,0.79295
MB3298,Rv3270,cell wall and cell processes,ctpC,NE,NE,PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC,13,72.6,31.9,-1.07,3775.4,1657.4,-40.7,0.1301,0.51848
MB3299c,Rv3271c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,5,92.8,14.1,-2.36,1856,281.99,-78.7,0.0505,0.37898
MB3300,Rv3272,conserved hypotheticals,NA,NE,NE,L-carnitine dehydratase/bile acid-inducible protein F,17,134.3,163.9,0.28,9132,11147.9,29.6,0.5885,0.89931
MB3301,Rv3273,intermediary metabolism and respiration,NA,NE,NE,PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE),28,153.5,154.9,0.01,17189.5,17350.93,1.4,0.9818,1
MB3302c,Rv3274c,lipid metabolism,fadE25,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE25,17,112.3,119.3,0.08,7637.9,8115.07,7,0.8796,1
MB3303c,Rv3275c,intermediary metabolism and respiration,purE,ES,ES,PROBABLE PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE CATALYTIC SUBUNIT PURE (AIR CARBOXYLASE) (AIRC),6,0.1,0,-0.03,2.3,0,-0.1,1,1
MB3304c,Rv3276c,intermediary metabolism and respiration,purK,ES,ES,PROBABLE PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE ATPASE SUBUNIT PURK (AIR CARBOXYLASE) (AIRC),10,0.1,0,-0.02,2.3,0,-0.1,0.488,0.82744
MB3305,Rv3277,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,13,17.5,14.4,-0.21,911,751.01,-3.1,0.7846,1
MB3306c,Rv3278c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,8,357.5,402.3,0.17,11439.9,12873.2,44.8,0.8051,1
MB3307c,Rv3279c,intermediary metabolism and respiration,birA,NE,NE,POSSIBLE BIFUNCTIONAL PROTEIN BIRA: BIOTIN OPERON REPRESSOR + BIOTIN--[ACETYL-COA-CARBOXYLASE] SYNTHETASE (BIOTIN--PROTEIN LIGASE),5,0,0,0,0,0,0,1,1
MB3308,Rv3280,lipid metabolism,accD5,ES,ES,PROBABLE PROPIONYL-COA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE),31,0,0,0,0,0,0,1,1
MB3309,Rv3281,conserved hypotheticals,acce5,ES,ES,probable bifunctional protein acetyl-/propionyl-coenzyme a carboxylase (epsilon chain) acce5,2,0,0,0,0,0,0,1,1
MB3310,Rv3282,conserved hypotheticals,NA,NE,NE,Septum formation protein Maf,11,23.3,243.9,3.14,1024.5,10729.79,220.6,0.01,0.20429
MB3311,Rv3283,intermediary metabolism and respiration,sseA,NE,NE,PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE),19,400.1,310.5,-0.36,30408.9,23600.51,-89.6,0.4085,0.78277
MB3312,Rv3284,conserved hypotheticals,NA,ES,NE,Sulfur acceptor protein => iron-sulfur cluster assembly SufE,5,0.1,0.6,0.14,2.5,12.85,0.5,0.2968,0.70195
MB3313,Rv3285,lipid metabolism,accA3,ES,ES,PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP),25,0,0,0,0,0,0,1,1
MB3314c,Rv3286c,information pathways,sigF,NE,NE,alternative rna polymerase sigma factor sigf,10,122,911.6,2.85,4879.9,36464.63,789.6,0.0475,0.37236
MB3315c,Rv3287c,information pathways,rsbW,NE,NE,ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR),3,389.4,317.7,-0.29,4672.6,3812.06,-71.7,0.6833,0.96232
MB3316c,Rv3288c,"virulence, detoxification, adaptation",usfY,NE,NE,PUTATIVE PROTEIN USFY,9,193.7,187.7,-0.04,6972.3,6756.83,-6,0.9443,1
MB3317c,Rv3289c,cell wall and cell processes,NA,NE,NE,POSSIBLE TRANSMEMBRANE PROTEIN,7,43.2,39,-0.13,1208.3,1091.98,-4.2,0.8631,1
MB3318c,Rv3290c,intermediary metabolism and respiration,lat,NE,NE,PROBABLE L-LYSINE-EPSILON AMINOTRANSFERASE LAT (L-LYSINE AMINOTRANSFERASE) (LYSINE 6-AMINOTRANSFERASE),23,309.6,204.2,-0.59,28482.4,18784.89,-105.4,0.2515,0.65422
MB3319c,Rv3291c,regulatory proteins,lrpa,NE,NE,probable transcriptional regulatory protein lrpa (lrp/asnc-family),10,45.3,48.4,0.09,1811.1,1937.03,3.1,0.9001,1
MB3320,Rv3292,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,19,115,120.9,0.07,8741.6,9190.86,5.9,0.9022,1
MB3321,Rv3293,intermediary metabolism and respiration,pcd,NE,NE,PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE),14,334.1,189.8,-0.8,18710.9,10628.49,-144.3,0.1163,0.49948
MB3322c,Rv3294c,conserved hypotheticals,NA,NE,NE,Predicted ATPase (AAA+ superfamily),20,376.9,206.3,-0.85,30149.5,16500.18,-170.6,0.0644,0.42496
MB3323,Rv3295,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),10,365.8,334.3,-0.13,14631.3,13372.51,-31.5,0.8248,1
MB3324,Rv3296,information pathways,lhr,NE,NE,PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN),47,203,154.4,-0.38,38161.2,29022.55,-48.6,0.2433,0.64752
MB3325,Rv3297,information pathways,nei,NE,NE,PROBABLE ENDONUCLEASE VIII NEI,9,273.8,170.5,-0.67,9856.7,6139.27,-103.3,0.4461,0.80882
MB3326c,Rv3298c,cell wall and cell processes,lpqC,NE,NE,POSSIBLE ESTERASE LIPOPROTEIN LPQC,10,275.2,318.2,0.21,11006,12728.78,43.1,0.7851,1
MB3327c,Rv3299c,intermediary metabolism and respiration,atsB,NE,NE,PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE),43,119,194.1,0.68,20471,33386.36,75.1,0.1474,0.54838
MB3328c,Rv3300c,conserved hypotheticals,NA,NE,NE,"Pseudouridine synthase (EC 4.2.1.70), PA2043 type",9,25.8,153.5,2.37,927.1,5527.67,127.8,0.031,0.31826
MB3329c,Rv3301c,cell wall and cell processes,phoY1,NE,NE,PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1,8,82.3,325.5,1.92,2635,10415.41,243.1,0.1116,0.49434
MB3330c,Rv3302c,intermediary metabolism and respiration,glpD2,NE,NE,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2,26,107.8,138.6,0.35,11212.2,14416.96,30.8,0.4646,0.82118
MB3331c,Rv3303c,intermediary metabolism and respiration,lpdA,NE,NE,nad(p)h quinone reductase lpda,17,93,69.4,-0.4,6326.4,4721.72,-23.6,0.5303,0.85323
MB3332,Rv3304,conserved hypotheticals,NA,NE,NE,AIG2-like domain protein,10,5.9,202.5,4.25,237,8100.32,196.6,0.0102,0.20607
MB3333c,Rv3305c,intermediary metabolism and respiration,amiA1,NE,NE,possible n-acyl-l-amino acid amidohydrolase amia1 (n-acyl-l-amino acid aminohydrolase),15,76.6,74.9,-0.03,4596.9,4492.58,-1.7,0.9652,1
MB3334c,Rv3306c,intermediary metabolism and respiration,amiB1,NE,NE,probable amidohydrolase amib1 (aminohydrolase),12,48.6,43.7,-0.14,2333.4,2097.99,-4.9,0.859,1
MB3335,Rv3307,intermediary metabolism and respiration,deoD,NE,NE,PROBABLE PURINE NUCLEOSIDE PHOSPHORYLASE DEOD (INOSINE PHOSPHORYLASE) (PNP),10,125.1,119.6,-0.06,5005.7,4782.91,-5.6,0.9272,1
MB3336,Rv3308,intermediary metabolism and respiration,pmmB,NE,NE,PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE),16,125.1,86.6,-0.51,8007.8,5540.51,-38.6,0.3372,0.73371
MB3337c,Rv3309c,intermediary metabolism and respiration,upp,NE,NE,PROBABLE URACIL PHOSPHORIBOSYLTRANSFERASE UPP (UMP PYROPHOSPHORYLASE) (UPRTASE) (UMP DIPHOSPHORYLASE),13,213.9,581.4,1.42,11124.8,30233.88,367.5,0.0488,0.37391
MB3338,Rv3310,intermediary metabolism and respiration,sapm,NE,NE,acid phosphatase (acid phosphomonoesterase) (phosphomonoesterase) (glycerophosphatase),17,117.2,151,0.35,7970.7,10271.03,33.8,0.5569,0.87498
MB3339,Rv3311,conserved hypotheticals,NA,NE,NE,conserved protein,14,44.2,6.4,-2.11,2477.7,360.39,-37.8,0.0217,0.27857
MB3340c,Rv3312c,conserved hypotheticals,NA,NE,NE,"Hydrolase, alpha/beta fold family",16,222.3,143.6,-0.61,14225.2,9187.45,-78.7,0.2031,0.61874
MB3341c,Rv3312A,cell wall and cell processes,NA,NE,NE,SECRETED PROTEIN ANTIGEN,5,155.5,95.5,-0.68,3109.5,1909.35,-60,0.311,0.71315
MB3342c,Rv3313c,intermediary metabolism and respiration,add,NE,NE,PROBABLE ADENOSINE DEAMINASE ADD (ADENOSINE AMINOHYDROLASE),11,22.8,55.9,1.13,1003.6,2458.19,33.1,0.2323,0.64267
MB3343c,Rv3314c,intermediary metabolism and respiration,deoA,NE,NE,PROBABLE THYMIDINE PHOSPHORYLASE DEOA (TDRPASE) (PYRIMIDINE PHOSPHORYLASE),11,80.4,301.8,1.85,3537,13279.38,221.4,0.0838,0.46244
MB3344c,Rv3315c,intermediary metabolism and respiration,cdd,NE,NE,PROBABLE CYTIDINE DEAMINASE CDD (CYTIDINE AMINOHYDROLASE) (CYTIDINE NUCLEOSIDE DEAMINASE),5,29,64,1.02,579.8,1280.06,35,0.4619,0.82017
MB3345,Rv3316,intermediary metabolism and respiration,sdhC,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE),6,122,51.9,-1.16,2926.8,1245.46,-70.1,0.2515,0.65422
MB3346,Rv3317,intermediary metabolism and respiration,sdhD,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE),4,98.1,0.9,-4.13,1569.2,14.29,-97.2,0.0016,0.10273
MB3347,Rv3318,intermediary metabolism and respiration,sdhA,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE (FLAVOPROTEIN SUBUNIT) SDHA (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE),32,97.5,62.7,-0.6,12484.7,8028.33,-34.8,0.2704,0.66938
MB3348,Rv3319,intermediary metabolism and respiration,sdhB,NE,NE,PROBABLE SUCCINATE DEHYDROGENASE (IRON-SULPHUR PROTEIN SUBUNIT) SDHB (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE),7,179.8,98.9,-0.83,5033.4,2768.18,-80.9,0.299,0.70195
MB3349c,Rv3320c,NA,vapc44,NE,NE,possible toxin vapc44. contains pin domain.,3,158.9,27.8,-2.32,1906.8,333.45,-131.1,0.3564,0.75203
MB3350c,Rv3321c,"virulence, detoxification, adaptation",vapb44,NE,NE,possible antitoxin vapb44,1,238.1,642.8,1.41,952.4,2571.14,404.7,0.3299,0.72863
MB3351c,Rv3322c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE METHYLTRANSFERASE,7,253.5,58.7,-2.02,7099.3,1644.36,-194.8,0.0084,0.18772
MB3352c,Rv3323c,intermediary metabolism and respiration,moaX,NE,NE,PROBABLE MOAD-MOAE FUSION PROTEIN MOAX,13,199,245.7,0.3,10345.6,12774.69,46.7,0.5982,0.90585
MB3353c,Rv3324c,intermediary metabolism and respiration,moaC3,NE,NE,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN C 3 MOAC3,9,410.4,650.5,0.66,14773.3,23418.34,240.1,0.4245,0.78857
MB3354c,NA,NA,moaB3,NE,NE,PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB3 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD),2,102.2,14.9,-2.43,818,118.87,-87.4,0.0219,0.27857
MB3355c,NA,NA,moaA3,NE,NE,PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1,22,104.3,14.4,-2.49,9181.5,1267.61,-89.9,0.0137,0.2309
MB3356,NA,NA,NA,NE,NE,HYPOTHETICAL PROTEIN [FIRST PART],3,679.5,387.3,-0.8,8153.4,4647.51,-292.2,0.1704,0.58546
MB3357,NA,NA,NA,NE,NE,HYPOTHETICAL PROTEIN [SECOND PART],7,234.1,100.1,-1.19,6555.5,2802.78,-134,0.1088,0.49265
MB3358,NA,NA,embR2,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN EMBR2,22,465.7,647.5,0.47,40985.7,56980.15,181.8,0.2016,0.61685
MB3359c,NA,NA,NA,NE,NE,HYPOTHETICAL PROTEIN,10,335.6,377.2,0.17,13422.8,15089.76,41.7,0.7874,1
MB3360,Rv3327,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE FUSION PROTEIN,18,214.9,144.1,-0.56,15473.4,10373.38,-70.8,0.297,0.70195
MB3361c,Rv3328c,information pathways,sigJ,NE,NE,PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR (FRAGMENT) SIGJ,9,143,29.5,-2.1,5147.9,1063.74,-113.4,0.0259,0.29883
MB3362,Rv3329,intermediary metabolism and respiration,NA,NE,NE,PROBABLE AMINOTRANSFERASE,21,225.6,252.3,0.16,18948.9,21195.92,26.8,0.7603,1
MB3363,Rv3330,cell wall and cell processes,dacB1,NE,NE,probable penicillin-binding protein dacb1 (d-alanyl-d-alanine carboxypeptidase) (dd-peptidase) (dd-carboxypeptidase) (pbp) (dd-transpeptidase) (serine-type d-ala-d-ala carboxypeptidase) (d-amino acid hydrolase),18,127.2,107.6,-0.23,9157.2,7744.97,-19.6,0.6412,0.93414
