ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB2963,Rv2938,cell wall and cell processes,drrC,NE,NE,PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRC,24,85.7,80.8,-0.08,8229.1,7753.85,-5,0.8971,1
MB2964,Rv2939,lipid metabolism,papA5,NE,NE,POSSIBLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA5,27,286.6,459.5,0.68,30947.7,49630.34,173,0.1876,0.77053
MB2965c,Rv2940c,lipid metabolism,mas,NE,NE,PROBABLE MULTIFUNCTIONAL MYCOCEROSIC ACID SYNTHASE MEMBRANE-ASSOCIATED MAS,77,209,211.2,0.02,64358.2,65049.66,2.2,0.9555,1
MB2966,Rv2941,lipid metabolism,fadD28,NE,NE,fatty-acid-amp ligase fadd28 (fatty-acid-amp synthetase) (fatty-acid-amp synthase),40,152.6,139.1,-0.13,24409.8,22258.55,-13.4,0.7916,1
MB2967,Rv2942,cell wall and cell processes,mmpL7,NE,NE,CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL7,39,115.3,77.5,-0.57,17982.9,12084.85,-37.8,0.3498,0.87612
MB2968,Rv2943,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1533,11,210.9,166.6,-0.34,9278,7330.76,-44.3,0.5977,0.99351
MB2969,Rv2943A,insertion seqs and phages,NA,NE,NE,POSSIBLE TRANSPOSASE,5,167.8,1136.9,2.75,3356.5,22738.46,969.1,0.4689,0.93536
MB2970CA,NA,NA,NA,N/A,N/A,NA,0,0,0,0,0,0,0,1,1
MB2970c,Rv2945c,cell wall and cell processes,lppX,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPPX,10,212.4,126.9,-0.74,8497.8,5076.33,-85.5,0.8189,1
MB2971c,Rv2947c,lipid metabolism,pks1,NE,NE,probable polyketide synthase pks15,61,205.6,188.2,-0.13,50176.9,45930.22,-17.4,0.6496,1
MB2972c,Rv2948c,lipid metabolism,fadD22,NE,NE,p-hydroxybenzoyl-amp ligase fadd22,45,232.7,400.7,0.78,41885.6,72133,168,0.1175,0.68307
MB2973c,Rv2949c,intermediary metabolism and respiration,NA,NE,NE,chorismate pyruvate lyase,21,37.3,16.9,-1.1,3132,1415.96,-20.4,0.2801,0.8374
MB2974c,Rv2950c,lipid metabolism,fadD29,NE,NE,fatty-acid-amp ligase fadd29 (fatty-acid-amp synthetase) (fatty-acid-amp synthase),46,125.6,176.9,0.49,23105.2,32547.81,51.3,0.3875,0.90227
MB2975c,Rv2951c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,22,183.7,97.6,-0.91,16163.1,8588.88,-86.1,0.2143,0.79792
MB2976,Rv2952,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE METHYLTRANSFERASE (METHYLASE),15,110.3,448,2.01,6616.3,26878.3,337.7,0.2277,0.80162
MB2977,Rv2953,lipid metabolism,NA,NE,NE,enoyl reductase,25,152.6,89.5,-0.76,15264.1,8947.57,-63.2,0.2235,0.79793
MB2978c,Rv2954c,conserved hypotheticals,NA,NE,NE,SAM-dependent methyltransferases,12,414.1,373.3,-0.15,19876.2,17916.93,-40.8,0.7953,1
MB2979c,Rv2955c,conserved hypotheticals,NA,NE,NE,"methyltransferase, FkbM family domain protein",19,140.6,233.1,0.72,10687.8,17713.28,92.4,0.21560000000000001,0.79792
MB2980,Rv2956,conserved hypotheticals,NA,NE,NE,SAM-dependent methyltransferases,16,28.3,23.3,-0.27,1810.2,1490.24,-5,0.7599,1
MB2981,Rv2957,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE GLYCOSYL TRANSFERASE,17,436.7,242.5,-0.85,29695,16487.18,-194.2,0.0728,0.62281
MB2982c,Rv2958c,intermediary metabolism and respiration,NA,NE,NE,possible glycosyl transferase,24,376.9,276.4,-0.45,36183.8,26538.5,-100.5,0.2695,0.83241
MB2983c,Rv2959c,intermediary metabolism and respiration,NA,GD,GD,POSSIBLE METHYLTRANSFERASE (METHYLASE),32,41.2,15,-1.4,5277.8,1920.41,-26.2,0.2227,0.79792
MB2984c,Rv2960c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,6,76.6,17.9,-2.04,1837.7,429.89,-58.7,0.0304,0.48634
MB2985,Rv2961,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE,6,201.8,104.1,-0.95,4842.3,2497.5,-97.7,0.3194,0.86795
MB2986c,Rv2962c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE GLYCOSYL TRANSFERASE,21,157.5,213.7,0.44,13231,17951.21,56.2,0.4696,0.93536
MB2987,Rv2963,cell wall and cell processes,NA,NE,NE,PROBABLE INTEGRAL MEMBRANE PROTEIN,23,139.3,249,0.83,12815.5,22909.71,109.7,0.2171,0.79792
MB2988,Rv2964,intermediary metabolism and respiration,purU,NE,NE,PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PURU (FORMYL-FH(4) HYDROLASE),17,131.5,113.5,-0.21,8939.8,7719.03,-18,0.8307,1
MB2989c,Rv2965c,cell wall and cell processes,kdtB,NE,NE,PROBABLE PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE KDTB (PANTETHEINE-PHOSPHATE ADENYLYLTRANSFERASE) (PPAT) (DEPHOSPHO-COA PYROPHOSPHORYLASE),4,0,0,0,0,0,0,1,1
MB2990c,Rv2966c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE METHYLTRANSFERASE (METHYLASE),7,218.1,136.5,-0.67,6106.3,3822.49,-81.6,0.3951,0.906
MB2991c,Rv2967c,intermediary metabolism and respiration,pca,NE,NE,PROBABLE PYRUVATE CARBOXYLASE PCA (PYRUVIC CARBOXYLASE),60,100,221.7,1.14,24006.8,53216.22,121.7,0.0469,0.54358
MB2992c,Rv2968c,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,11,95,0.4,-6.14,4181.7,15.92,-94.7,0.2969,0.85045
MB2993c,Rv2969c,cell wall and cell processes,NA,ES,ES,POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN,10,0,0,0,0,0,0,1,1
MB2994c,Rv2970c,intermediary metabolism and respiration,lipN,NE,NE,PROBABLE LIPASE/ESTERASE LIPN,17,68.1,43.5,-0.64,4628.5,2954.95,-24.6,0.3267,0.87261
MB2995,Rv2970A,conserved hypotheticals,NA,NE,ES,CONSERVED HYPOTHETICAL PROTEIN,4,171.5,11.8,-3.76,2744.8,188.21,-159.8,0.0365,0.52107
MB2996,Rv2971,intermediary metabolism and respiration,NA,ES,ES,PROBABLE OXIDOREDUCTASE,15,5.9,14.8,1.19,355.9,887.63,8.9,0.7499,1
MB2997c,Rv2972c,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE OR EXPORTED PROTEIN,12,213.4,261.4,0.29,10245.6,12547.5,48,0.7976,1
MB2998c,Rv2973c,information pathways,recG,NE,NE,PROBABLE ATP-DEPENDENT DNA HELICASE RECG,28,102.2,131.9,0.37,11442,14772.16,29.7,0.5307,0.95112
MB2999CA,NA,NA,Mb2999cA,NE,NE,NA,4,0,98.8,6.64,0,1580.4,98.8,0.4595,0.93536
MB2999c,Rv2974c,conserved hypotheticals,NA,NE,NE,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain",19,149.1,123.9,-0.26,11329.7,9419.21,-25.1,0.8474,1
MB3000c,Rv2976c,information pathways,ung,NE,NE,PROBABLE URACIL-DNA GLYCOSYLASE UNG (UDG),6,133.2,187,0.49,3195.8,4488.7,53.9,0.7272,1
MB3001c,Rv2977c,intermediary metabolism and respiration,thiL,NE,NE,PROBABLE THIAMINE-MONOPHOSPHATE KINASE THIL (THIAMINE-PHOSPHATE KINASE),9,7.7,0,-3.13,278.6,0,-7.7,0.4916,0.93536
MB3002c,Rv2978c,insertion seqs and phages,NA,NE,NE,probable transposase,11,76.8,96.7,0.33,3379.9,4256.97,19.9,0.7236,1
MB3003c,Rv2979c,insertion seqs and phages,NA,NE,NE,PROBABLE RESOLVASE,8,377.9,645,0.77,12092.7,20640.39,267.1,0.6232,1
MB3004,Rv2980,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED SECRETED PROTEIN,4,44.6,50.2,0.17,714.1,802.73,5.5,0.8107,1
MB3005c,Rv2981c,cell wall and cell processes,ddlA,ES,GD,PROBABLE D-ALANINE--D-ALANINE LIGASE DDLA (D-ALANYLALANINE SYNTHETASE) (D-ALA-D-ALA LIGASE),13,14,0.2,-3.59,730.5,12.97,-13.8,0.4967,0.93536
MB3006c,Rv2982c,lipid metabolism,gpdA2,NE,NE,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD(P)+] GPDA2 (NAD(P)H-DEPENDENT GLYCEROL-3-PHOSPHATE DEHYDROGENASE),11,37.2,139.7,1.88,1635.6,6145.18,102.5,0.1094,0.67623
MB3007,Rv2983,conserved hypotheticals,cofC,NE,NE,2-phospho-L-lactate guanylyltransferase (EC 2.7.7.68),5,29.3,34.2,0.21,586,683.25,4.9,0.8217,1
MB3008,Rv2984,intermediary metabolism and respiration,ppk,NE,NE,polyphosphate kinase ppk (polyphosphoric acid kinase) (atp-polyphosphate phosphotransferase),31,37.1,45.6,0.29,4595.2,5650.82,8.5,0.6601,1
MB3009,Rv2985,information pathways,mutT1,GD,GD,POSSIBLE HYDROLASE MUTT1,14,12.3,7.6,-0.62,687.5,426.5,-4.7,0.5753,0.98272
MB3010c,Rv2986c,information pathways,hupB,GD,GD,dna-binding protein hu homolog hupb (histone-like protein) (hlp) (21-kda laminin-2-binding protein),8,0,0.1,0.18,0,4.24,0.1,1,1
MB3011c,Rv2987c,intermediary metabolism and respiration,leuD,GD,GD,PROBABLE 3-ISOPROPYLMALATE DEHYDRATASE (SMALL SUBUNIT) LEUD (ISOPROPYLMALATE ISOMERASE) (ALPHA-IPM ISOMERASE) (IPMI),10,6,0.2,-2.58,238.3,6.46,-5.8,0.7358,1
MB3012c,Rv2988c,intermediary metabolism and respiration,leuC,NE,GD,PROBABLE 3-ISOPROPYLMALATE DEHYDRATASE (LARGE SUBUNIT) LEUC (ISOPROPYLMALATE ISOMERASE) (ALPHA-IPM ISOMERASE) (IPMI),10,90.1,27,-1.7,3605.9,1078.65,-63.2,0.663,1
MB3013,Rv2989,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN,7,125.6,0,-6.98,3517.3,0,-125.6,0.2525,0.81092
MB3014c,Rv2990c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,15,134.4,169.9,0.34,8065.5,10193.61,35.5,0.51,0.94242
MB3015,Rv2991,conserved hypotheticals,NA,NE,NE,Pyridoxamine 5-phosphate oxidase,5,346.1,1113.8,1.68,6922.8,22275.16,767.6,0.1377,0.71963
MB3016c,Rv2992c,information pathways,gltS,ES,ES,glutamyl-trna synthetase glts (glutamate--trna ligase) (glutamyl-trna synthase) (glurs),18,0,0,0,0,0,0,1,1
MB3017c,Rv2993c,intermediary metabolism and respiration,NA,ES,ES,"POSSIBLE 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE)",9,8,16.1,0.92,289.3,578.59,8,0.5398,0.95754
MB3018,Rv2994,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,17,53.7,234.8,2.11,3648.7,15969.66,181.2,0.0145,0.40173
MB3019c,Rv2995c,intermediary metabolism and respiration,leuB,NE,NE,probable 3-isopropylmalate dehydrogenase leub (beta-ipm dehydrogenase) (imdh) (3-ipm-dh),9,4.1,12.3,1.36,149.3,441.1,8.1,0.9707,1
MB3020c,Rv2996c,intermediary metabolism and respiration,serA1,NE,NE,PROBABLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA1 (PGDH),10,21.1,19.4,-0.11,845.4,777.79,-1.7,0.92490000000000006,1
MB3021,Rv2997,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE ALANINE RICH DEHYDROGENASE,13,82.8,23.1,-1.8,4305.3,1199.6,-59.7,0.0536,0.56671
MB3022,Rv2998,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,4,308.5,124.1,-1.31,4936.2,1986.09,-184.4,0.4119,0.91333
MB3023c,Rv2998A,conserved hypotheticals,NA,NE,NE,Signal transduction histidine kinase,2,0,0,0,0,0,0,1,1
MB3024,Rv2999,cell wall and cell processes,lppY,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPPY,11,70.6,108.2,0.61,3108.6,4761.23,37.6,0.6897,1
MB3025,Rv3000,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN,8,124.5,62.7,-0.98,3984.3,2006.54,-61.8,0.6694,1
MB3026c,Rv3001c,intermediary metabolism and respiration,ilvC,ES,ES,PROBABLE KETOL-ACID REDUCTOISOMERASE ILVC (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacil reductoisomerase),12,0,0,0,0,0,0,1,1
MB3027c,Rv3002c,intermediary metabolism and respiration,ilvN,ES,NE,PROBABLE ACETOLACTATE SYNTHASE (SMALL SUBUNIT) ILVN (ACETOHYDROXY-ACID SYNTHASE) (AHAS) (ALS),3,0,67,6.09,0,803.97,67,0.0606,0.59067
MB3028c,Rv3003c,intermediary metabolism and respiration,ilvB1,ES,ES,acetolactate synthase (large subunit) ilvb1 (acetohydroxy-acid synthase),14,0,0,0,0,0,0,1,1
MB3029,Rv3004,cell wall and cell processes,cfp6,NE,NE,LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 6 (CFP-6),3,39.5,18.5,-1.05,474.4,222.38,-21,0.5185,0.9462
MB3030c,Rv3005c,conserved hypotheticals,NA,NE,NE,"Membrane protein 2, distant similarity to thiosulphate:quinone oxidoreductase DoxD",20,257.3,444.2,0.79,20582.4,35533.4,186.9,0.1351,0.70788
MB3031,Rv3006,cell wall and cell processes,lppZ,ES,ES,PROBABLE CONSERVED LIPOPROTEIN LPPZ,16,0,0,0,0,0,0,1,1
MB3032c,Rv3007c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,8,163.9,454.4,1.47,5243.5,14540.78,290.5,0.1282,0.697
MB3033,Rv3008,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,16,244,136.5,-0.83,15614.5,8733.2,-107.5,0.1401,0.72196
MB3034c,Rv3009c,information pathways,gatB,ES,ES,PROBABLE GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE (SUBUNIT B) GATB (Glu-ADT SUBUNIT B),20,0,0,0,0,0,0,1,1
MB3035c,Rv3010c,intermediary metabolism and respiration,pfkA,NE,NE,PROBABLE 6-PHOSPHOFRUCTOKINASE PFKA (PHOSPHOHEXOKINASE) (PHOSPHOFRUCTOKINASE),12,93.7,105.2,0.17,4498.2,5051.83,11.5,0.8684,1
MB3036c,Rv3011c,information pathways,gatA,ES,ES,PROBABLE GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE (SUBUNIT A) GATA (Glu-ADT SUBUNIT A),22,0,0,0,0,0,0,1,1
MB3037c,Rv3012c,information pathways,gatC,N/A,N/A,PROBABLE GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE (SUBUNIT C) GATC (Glu-ADT SUBUNIT C),0,0,0,0,0,0,0,1,1
MB3038,Rv3013,conserved hypotheticals,NA,NE,NE,Amino acid-binding ACT protein,8,280.1,378.1,0.43,8961.9,12098.62,98,0.4592,0.93536
MB3039c,Rv3014c,information pathways,ligA,NE,NE,dna ligase [nad dependent] liga (polydeoxyribonucleotide synthase [nad+]),13,5.6,25.3,1.99,291.1,1313.24,19.7,0.2409,0.81029
MB3040c,Rv3015c,conserved hypotheticals,NA,NE,NE,"Methionine synthase, vitamin-B12 independent, putative",7,69.8,13.4,-2.3,1953.8,374.02,-56.4,0.0272,0.48634
MB3041,Rv3016,cell wall and cell processes,lpqA,NE,NE,PROBABLE LIPOPROTEIN LPQA,11,219.8,226.4,0.04,9673.2,9960.66,6.5,0.9638,1
MB3042c,Rv3017c,cell wall and cell processes,esxQ,NE,NE,esat-6 like protein esxq (tb12.9) (esat-6 like protein 8),9,328.6,330.2,0.01,11830.6,11887.25,1.6,0.9915,1
MB3043c,Rv3018c,PE/PPE,PPE46,NE,NE,ppe family protein ppe46,26,93.1,143.8,0.62,9681.2,14951.81,50.7,0.3085,0.8612
MB3044c,Rv3018A,PE/PPE,PE27A,N/A,N/A,pe family protein pe27a,0,0,0,0,0,0,0,1,1
MB3045c,Rv3019c,cell wall and cell processes,esxR,NE,NE,secreted esat-6 like protein esxr (tb10.3) (esat-6 like protein 9),8,350.8,123.7,-1.5,11225.6,3958.95,-227.1,0.3497,0.87612
MB3046c,Rv3020c,cell wall and cell processes,esxS,NE,ES,esat-6 like protein esxs,7,22.1,0.4,-4.01,619,12.16,-21.7,0.0474,0.54465
MB3047c,Rv3021c,PE/PPE,PPE47,ES,ES,ppe family protein ppe47,25,89.7,103.3,0.2,8966.2,10328.15,13.6,0.7744,1
MB3048c,Rv3022A,PE/PPE,PE29,NE,NE,pe family protein pe29,6,283.5,122.1,-1.21,6804.3,2930.8,-161.4,0.6877,1
MB3049c,Rv3023c,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE,13,131.4,195.8,0.57,6830.3,10181.68,64.4,0.1929,0.77486
MB3050c,Rv3024c,information pathways,trmU,NE,NE,PROBABLE tRNA (5-METHYLAMINOMETHYL-2-THIOURIDYLATE)-METHYLTRANSFERASE TRMU,10,21.1,110.7,2.34,842.9,4427.69,89.6,0.1176,0.68307
MB3051c,Rv3025c,intermediary metabolism and respiration,iscS,ES,ES,cysteine desulfurase iscs (nifs protein homolog) (nitrogenase metalloclusters biosynthesis protein nifs),14,0.8,2.1,0.77,45.9,117.87,1.3,0.9693,1
MB3052c,Rv3026c,conserved hypotheticals,NA,NE,NE,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),9,482.4,73.7,-2.69,17366.4,2652.24,-408.7,0.0193,0.43596
MB3053c,Rv3027c,intermediary metabolism and respiration,NA,NE,NE,gcn5-related n-acetyltransferase,18,177.7,259.4,0.54,12796.7,18676.76,81.7,0.4007,0.91126
MB3054c,Rv3028c,intermediary metabolism and respiration,fixB,GD,ES,PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (ALPHA-SUBUNIT) FIXB (ALPHA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN LARGE SUBUNIT) (ETFLS),11,0,0,0,0,0,0,1,1
MB3055c,Rv3029c,intermediary metabolism and respiration,fixA,GD,ES,PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (BETA-SUBUNIT) FIXA (BETA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN SMALL SUBUNIT) (ETFSS),7,0,0,0,0,0,0,1,1
MB3056,Rv3030,conserved hypotheticals,NA,ES,ES,SAM-dependent methyltransferase,8,0,0,0,0,0,0,1,1
MB3057,Rv3031,conserved hypotheticals,NA,ES,ES,"Glycogen branching enzyme, GH-57-type, archaeal (EC 2.4.1.18)",16,0,0,0,0,0,0,1,1
MB3058,Rv3032,intermediary metabolism and respiration,NA,ES,ES,alpha (1->4) glucosyltransferase,9,0,0,-0.06,1.6,0,-0,1,1
MB3058A,Rv3032A,conserved hypotheticals,NA,NE,NE,Conserved protein,6,318.1,149.6,-1.08,7633.7,3589.21,-168.5,0.2927,0.84772
MB3059,Rv3033,conserved hypotheticals,NA,NE,NE,unknown protein,2,516.8,388.2,-0.41,4134.6,3105.31,-128.7,0.6801,1
MB3060c,Rv3034c,intermediary metabolism and respiration,NA,NE,ES,POSSIBLE TRANSFERASE,13,84.4,76.3,-0.14,4388.2,3970.18,-8,0.8853,1
MB3061,Rv3035,conserved hypotheticals,NA,GD,GD,FOG- WD40-like repeat,15,4.1,1.5,-1.05,247.2,87.9,-2.7,0.746,1
MB3062c,Rv3036c,cell wall and cell processes,TB22.2,NE,NE,PROBABLE CONSERVED SECRETED PROTEIN TB22.2,16,180.3,343.7,0.93,11537.1,21999.5,163.5,0.1022,0.66431
MB3063c,Rv3037c,conserved hypotheticals,NA,NE,GD,SAM-dependent methyltransferase,11,323.7,90.3,-1.83,14243.9,3971.24,-233.5,0.0063,0.33531
MB3064c,Rv3038c,conserved hypotheticals,NA,ES,GD,"Methyltransferase Rv3038c, type 11",14,7,0.9,-2.06,393.2,51.43,-6.1,0.4272,0.91439
MB3065c,Rv3039c,lipid metabolism,echA17,NE,NE,PROBABLE ENOYL-COA HYDRATASE ECHA17 (CROTONASE) (UNSATURED ACYL-CoA HYDRATASE) (ENOYL HYDRASE),10,8.1,8.5,0.06,322.9,339.25,0.4,0.9431,1
MB3066c,Rv3040c,conserved hypotheticals,NA,NE,NE,NUDIX hydrolase-like protein SCO3573,12,32.1,170,2.37,1539,8157.98,137.9,0.0368,0.52107
MB3067c,Rv3041c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER,9,99.9,61.9,-0.68,3597.7,2229.27,-38,0.2921,0.84772
MB3068c,Rv3042c,intermediary metabolism and respiration,serB2,NE,NE,PROBABLE PHOSPHOSERINE PHOSPHATASE SERB2 (PSP) (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSPASE),9,0.4,18.5,3.76,15.8,665.95,18.1,0.243,0.81029
MB3069c,Rv3043c,intermediary metabolism and respiration,ctaD,ES,ES,PROBABLE CYTOCHROME C OXIDASE POLYPEPTIDE I CTAD (CYTOCHROME AA3 SUBUNIT 1),26,9.5,0.1,-3.29,988.7,7.43,-9.4,0.0464,0.54358
MB3070,Rv3044,cell wall and cell processes,fecB,NE,ES,PROBABLE FEIII-DICITRATE-BINDING PERIPLASMIC LIPOPROTEIN FECB,14,4.9,0.1,-2.42,273.2,5.41,-4.8,0.1113,0.68082
MB3071,Rv3045,intermediary metabolism and respiration,adhC,NE,NE,PROBABLE NADP-DEPENDENT ALCOHOL DEHYDROGENASE ADHC,17,351.9,108.3,-1.69,23928.3,7363.09,-243.6,0.0074,0.36167
MB3072c,Rv3046c,conserved hypotheticals,NA,NE,NE,conserved protein,1,15.8,0.4,-3.57,63,1.66,-15.3,0.1695,0.74813
MB3073c,Rv3047c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,5,190,140.4,-0.43,3800.6,2808.19,-49.6,0.7278,1
MB3074c,Rv3048c,information pathways,nrdF2,ES,ES,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE (BETA CHAIN) NRDF2 (RIBONUCLEOTIDE REDUCTASE SMALL SUBUNIT) (R2F PROTEIN),22,0,0,0,0,0,0,1,1
MB3075c,Rv3049c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE MONOOXYGENASE,33,308.6,338,0.13,40737.5,44612.04,29.4,0.6996,1
MB3076c,Rv3050c,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY),5,467.9,63.4,-2.86,9357.6,1267.59,-404.5,0.1095,0.67623
MB3077c,Rv3051c,information pathways,nrdE,ES,ES,ribonucleoside-diphosphate reductase (alpha chain) nrde (ribonucleotide reductase small subunit) (r1f protein),52,0,0,0,0,0,0,1,1
MB3078c,Rv3052c,information pathways,nrdI,NE,NE,PROBABLE NRDI PROTEIN,12,138.5,190.2,0.45,6649.1,9131.41,51.7,0.4997,0.93536
MB3079c,Rv3053c,information pathways,nrdH,GD,ES,PROBABLE GLUTAREDOXIN ELECTRON TRANSPORT COMPONENT OF NRDEF (GLUTAREDOXIN-LIKE PROTEIN) NRDH,8,0,0,0,0,0,0,1,1
MB3080c,Rv3054c,conserved hypotheticals,NA,NE,GA,NADPH:quinone oxidoreductase,6,199.9,1692.1,3.08,4796.9,40610.84,1492.2,0.0012,0.17336
MB3081,Rv3055,regulatory proteins,NA,NE,GA,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),6,394.3,118.7,-1.72,9464.4,2849.43,-275.6,0.056,0.57202
MB3082,Rv3056,information pathways,dinP,NE,GA,possible dna-damage-inducible protein p dinp (dna polymerase v) (pol iv 2) (dna nucleotidyltransferase (dna-directed)),17,394.3,692.9,0.81,26812.7,47114.76,298.6,0.0656,0.61424
MB3083c,Rv3057c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE SHORT CHAIN ALCOHOL DEHYDROGENASE/REDUCTASE,17,316.5,379.4,0.26,21525,25801.88,62.9,0.679,1
MB3084c,Rv3058c,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),8,740.6,213.4,-1.79,23697.8,6829.16,-527.1,0.1204,0.68393
MB3085,Rv3059,intermediary metabolism and respiration,cyp136,NE,NE,PROBABLE CYTOCHROME P450 136 CYP136,22,428.7,458.2,0.1,37726.3,40317.74,29.4,0.8333,1
MB3086c,Rv3060c,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY),19,179.3,63.6,-1.48,13629.6,4832.14,-115.8,0.1046,0.66653
MB3087c,Rv3061c,lipid metabolism,fadE22b,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE22b [SECOND PART],16,173.2,111.4,-0.63,11084.7,7128.52,-61.8,0.5241,0.94811
MB3088c,Rv3061c,lipid metabolism,fadE22a,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE22a [FIRST PART],4,153.9,167.2,0.12,2462,2675.47,13.3,0.9044,1
MB3089,Rv3062,information pathways,ligB,NE,NE,probable atp-dependent dna ligase ligb (polydeoxyribonucleotide synthase [atp]) (polynucleotide ligase [atp]) (sealase) (dna repair protein) (dna joinase),17,175.6,431.5,1.29,11943.3,29343.19,255.9,0.2765,0.83372
MB3090,Rv3063,"virulence, detoxification, adaptation",cstA,NE,NE,PROBABLE CARBON STARVATION PROTEIN A HOMOLOG CSTA,28,292.5,225.8,-0.37,32764.3,25284.44,-66.8,0.3451,0.87612
MB3091c,Rv3064c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,9,249.6,204.4,-0.29,8986.5,7357.6,-45.2,0.6635,1
MB3092,Rv3065,cell wall and cell processes,mmr,NE,NE,MULTIDRUGS-TRANSPORT INTEGRAL MEMBRANE PROTEIN MMR,9,217.2,208.7,-0.06,7818.9,7514.17,-8.5,0.9468,1
MB3093,Rv3066,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY DEOR-FAMILY),8,368.4,234.1,-0.65,11790.1,7490.61,-134.4,0.579,0.98296
MB3094,Rv3067,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,240.6,125.1,-0.94,6735.8,3501.81,-115.5,0.1835,0.76364
MB3095c,Rv3068c,intermediary metabolism and respiration,pgmA,NE,NE,PROBABLE PHOSPHOGLUCOMUTASE PGMA (GLUCOSE PHOSPHOMUTASE) (PGM),29,196.8,237.3,0.27,22832.7,27522.9,40.4,0.6595,1
