#utest
#Console: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit utest output/permissive_wigs/perm_B1_insertions.wig,output/permissive_wigs/perm_D1_insertions.wig,output/permissive_wigs/perm_B2_insertions.wig,output/permissive_wigs/perm_D2_insertions.wig output/permissive_wigs/perm_A1_insertions.wig,output/permissive_wigs/perm_C1_insertions.wig,output/permissive_wigs/perm_A2_insertions.wig,output/permissive_wigs/perm_C2_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/utest_all_perm_ttr.tsv -n TTR
#Control Data: b'output/permissive_wigs/perm_B1_insertions.wig,output/permissive_wigs/perm_D1_insertions.wig,output/permissive_wigs/perm_B2_insertions.wig,output/permissive_wigs/perm_D2_insertions.wig'
#Experimental Data: b'output/permissive_wigs/perm_A1_insertions.wig,output/permissive_wigs/perm_C1_insertions.wig,output/permissive_wigs/perm_A2_insertions.wig,output/permissive_wigs/perm_C2_insertions.wig'
#Annotation path: b'ref_seqs/Mbovis_LT708304.prot_table'
#Time: 8.193161964416504
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	U-Statistic	p-value	Adj. p-value
MB3176	nuoH	PROBABLE NADH DEHYDROGENASE I (CHAIN H) NUOH (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN H)	27	41.6	38.8	-0.10	3854.00	0.18526	0.51604
MB3177	nuoI	PROBABLE NADH DEHYDROGENASE I (CHAIN I) NUOI (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN I)	20	74.6	161.7	1.12	1649.50	0.59714	0.88746
MB3178	nuoJ	PROBABLE NADH DEHYDROGENASE I (CHAIN J) NUOJ (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN J)	10	53.7	44.6	-0.27	350.00	0.42747	0.77196
MB3179	nuoK	PROBABLE NADH DEHYDROGENASE I (CHAIN K) NUOK (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN K)	5	78.8	11.4	-2.79	78.00	0.70516	0.96238
MB3180	nuoL	PROBABLE NADH DEHYDROGENASE I (CHAIN L) NUOL (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN L)	31	58.1	103.6	0.83	2356.00	0.82341	1.00000
MB3181	nuoM	PROBABLE NADH DEHYDROGENASE I (CHAIN M) NUOK (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN M)	30	44.7	19.4	-1.21	1432.00	0.50254	0.81180
MB3182	nuoN	PROBABLE NADH DEHYDROGENASE I (CHAIN N) NUON (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN N)	32	112.7	147.2	0.39	7983.00	0.00740	0.11604
MB3183c	PPE53	ppe family protein ppe53	26	109.9	174.4	0.67	2838.00	0.29435	0.65070
MB3184c	PPE70	PPE FAMILY PROTEIN	28	92.1	134.9	0.55	5781.50	0.03762	0.24703
MB3185c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	4	596.9	134.7	-2.15	83.00	0.51709	0.82402
MB3186c	NA	POSSIBLE DIOXYGENASE	17	190.1	242.9	0.35	2494.00	0.02276	0.19225
MB3187c	NA	POSSIBLE INTEGRAL MEMBRANE PROTEIN	13	204.4	274.7	0.43	772.00	0.12349	0.43161
MB3188c	NA	POSSIBLE CONSERVED SECRETED PROTEIN	11	202.0	197.4	-0.03	1149.00	0.10901	0.40824
MB3189c	moxR3	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR3	11	292.5	84.2	-1.80	382.00	0.04285	0.26247
MB3190c	NA	unknown protein	6	72.8	123.5	0.76	269.50	0.65820	0.93223
MB3191c	NA	CONSERVED HYPOTHETICAL PROTEIN	16	44.0	178.7	2.02	848.50	0.27792	0.63050
MB3192c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	9	20.8	425.7	4.36	258.00	0.01529	0.16023
MB3193	NA	putative aminoglycoside phosphotransferase	19	51.0	74.9	0.55	825.00	0.76444	1.00000
MB3194	NA	conserved protein	17	97.1	39.4	-1.30	2238.00	0.00743	0.11604
MB3195	aofH	PROBABLE FLAVIN-CONTAINING MONOAMINE OXIDASE AOFH (AMINE OXIDASE) (MAO)	15	35.0	159.2	2.19	983.00	0.89274	1.00000
MB3196c	hpx	POSSIBLE NON-HEME HALOPEROXIDASE HPX	11	170.6	415.2	1.28	795.00	0.13329	0.44861
MB3197c	NA	HYPOTHETICAL PROTEIN	16	203.8	278.0	0.45	1808.00	0.13472	0.45000
MB3198c	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY)	7	208.7	36.5	-2.52	300.00	0.78827	1.00000
MB3199	NA	PROBABLE SHORT-CHAIN DEHYDROGENASE/REDUCTASE	11	138.5	328.6	1.25	390.00	0.97887	1.00000
MB3200	NA	POSSIBLE AMIDASE (AMINOHYDROLASE)	20	215.1	242.6	0.17	2274.00	0.86011	1.00000
MB3201c	mesTb	PROBABLE EPOXIDE HYDROLASE MESTB [SECOND PART] (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE)	1	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3202c	mesTa	PROBABLE EPOXIDE HYDROLASE MESTA [FIRST PART] (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE)	10	154.5	109.4	-0.50	791.00	0.08805	0.36154
MB3203	NA	POSSIBLE PEROXIDASE (NON-HAEM PEROXIDASE)	7	135.3	29.4	-2.20	386.00	0.01869	0.17613
MB3204	NA	Putative F420H(2)-dependent quinone reductase Rv3178 (Fqr) (EC 1.1.98.-)	7	92.1	139.8	0.60	220.00	0.13314	0.44861
MB3205	NA	ATPase	14	328.2	333.3	0.02	1450.50	0.02486	0.20194
MB3206c	vapC49	Predicted nucleic acid-binding protein, contains PIN domain	6	54.2	60.5	0.16	311.00	0.60889	0.89497
MB3207c	vapB49	Antitoxin of toxin-antitoxin stability system	6	121.1	0.5	-7.87	184.00	0.01092	0.13935
MB3208	higB3	Toxin HigB	1	420.2	0.3	-10.57	13.50	0.12409	0.43161
MB3209	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN	3	232.4	103.1	-1.17	111.00	0.01939	0.17758
MB3210	NA	CONSERVED HYPOTHETICAL PROTEIN	7	205.2	389.7	0.93	286.00	0.97452	1.00000
MB3211	NA	CONSERVED HYPOTHETICAL PROTEIN	8	243.4	622.7	1.36	418.00	0.20503	0.53817
MB3212A	NA	Conserved protein	7	308.3	479.4	0.64	400.00	0.90124	1.00000
MB3212c	NA	HYPOTHETICAL PROTEIN	22	401.7	503.1	0.32	3486.00	0.30968	0.66259
MB3213c	NA	PROBABLE TRANSPOSASE	19	356.2	255.9	-0.48	3077.00	0.00056	0.03308
MB3214	NA	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	4	333.6	55.7	-2.58	159.00	0.21921	0.55409
MB3215c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	69	25.7	59.8	1.22	6171.00	0.32566	0.67553
MB3216c	NA	POSSIBLE CONSERVED SECRETED PROTEIN	15	63.5	258.0	2.02	1922.00	0.48077	0.79704
MB3217	NA	secretion	15	83.9	362.4	2.11	1710.00	0.01181	0.14432
MB3218	NA	secretion	9	980.3	1626.0	0.73	309.00	0.67150	0.94144
MB3219c	NA	unknown protein	1	1337.4	97.6	-3.78	12.00	0.34286	0.69414
MB3220	NA	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER	17	173.7	57.7	-1.59	2424.00	0.00038	0.02910
MB3221c	whiB7	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7	3	6.3	179.6	4.83	36.00	0.01845	0.17557
MB3222c	uvrD2	probable atp-dependent dna helicase ii uvrd2	31	61.1	282.0	2.21	2313.00	0.19298	0.52486
MB3223	NA	POSSIBLE GLUTAREDOXIN PROTEIN	6	415.2	453.2	0.13	269.00	0.69845	0.95811
MB3224c	nudC	PROBABLE NADH PYROPHOSPHATASE NUDC (NAD+ DIPHOSPHATASE) (NAD+ PYROPHOSPHATASE) (NADP PYROPHOSPHATASE)	8	223.0	171.7	-0.38	521.00	0.90069	1.00000
MB3225c	NA	POSSIBLE TRANSMEMBRANE CATION TRANSPORTER	16	41.7	171.9	2.04	761.00	0.05652	0.29726
MB3226c	NA	PROBABLE ATP-DEPENDENT DNA HELICASE	42	108.7	246.3	1.18	9785.00	0.98177	1.00000
MB3227A	NA	NA	4	112.9	156.6	0.47	133.00	0.86064	1.00000
MB3227c	NA	POSSIBLE ATP-DEPENDENT DNA HELICASE	27	235.9	204.5	-0.21	4477.00	0.05760	0.29726
MB3228	lipV	POSSIBLE LIPASE LIPV	14	151.6	92.3	-0.72	1124.50	0.16791	0.50273
MB3229	NA	POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE)	4	43.0	62.5	0.54	137.50	0.69649	0.95811
MB3230c	NA	conserved protein	14	85.4	67.6	-0.34	877.00	0.40161	0.75313
MB3231c	moeB1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB1 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE)	24	869.0	377.1	-1.20	14.00	0.11429	0.41699
MB3232c	NA	Metallopeptidase	17	125.1	203.9	0.71	2070.00	0.12765	0.43802
MB3233	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	9	8.3	58.2	2.80	241.00	0.22051	0.55575
MB3234c	TB9.4	Putative ATP-binding protein	5	132.1	200.4	0.60	223.00	0.52934	0.83506
MB3235	NA	Proline rich protein similar to MmpS3	9	351.5	341.6	-0.04	715.50	0.43338	0.77196
MB3236c	NA	conserved protein	9	68.9	238.8	1.79	100.50	0.27671	0.62881
MB3237	rhlE	PROBABLE ATP-DEPENDENT RNA HELICASE RHLE	20	277.5	214.7	-0.37	2496.00	0.02624	0.20711
MB3238	NA	conserved alanine valine rich protein	20	66.4	18.5	-1.84	1475.50	0.31744	0.66697
MB3239c	NA	POSSIBLE SOJ/PARA-RELATED PROTEIN	12	311.7	204.1	-0.61	1389.50	0.06338	0.31235
MB3240	gpm2	POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM)	9	40.7	295.2	2.86	560.00	0.29491	0.65115
MB3241	entC	PROBABLE ISOCHORISMATE SYNTHASE ENTC (ISOCHORISMATE HYDROXYMUTASE) (ENTEROCHELIN BIOSYNTHESIS)	15	5.1	50.0	3.29	408.00	0.08534	0.35663
MB3242	NA	gcn5-related n-acetyltransferase, pseudogene	6	465.2	293.9	-0.66	354.00	0.17253	0.50570
MB3243c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	3	85.2	263.4	1.63	72.50	1.00000	1.00000
MB3244	NA	Transcription regulator [contains diacylglycerol kinase catalytic domain]	17	158.5	78.4	-1.02	2207.00	0.01597	0.16147
MB3245	whiB1	transcriptional regulatory protein whib-like whib1. contains [4fe-4s]2+ cluster.	4	23.1	0.0	-4.59	10.00	0.45325	0.77196
MB3246c	NA	PROBABLE TWO COMPONENT SENSOR KINASE	20	90.3	140.7	0.64	2969.00	0.74004	0.98475
MB3247c	TB7.3	BIOTINYLATED PROTEIN TB7.3	1	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3248c	rsha	anti-sigma factor rsha	2	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3249c	NA	CONSERVED HYPOTHETICAL PROTEIN	6	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3250c	sigH	ALTERNATIVE RNA POLYMERASE SIGMA-E FACTOR (SIGMA-24) SIGH (RPOE)	15	216.1	201.6	-0.10	1706.00	0.61198	0.89886
MB3251	NA	possible iron-regulated short-chain dehydrogenase/reductase	14	563.9	221.7	-1.35	1966.50	0.01733	0.16881
MB3252	NA	CONSERVED HYPOTHETICAL PROTEIN	1	0.0	8.9	3.31	4.00	0.18588	0.51604
MB3253	NA	CONSERVED HYPOTHETICAL PROTEIN	3	42.0	0.5	-6.41	91.00	0.13258	0.44804
MB3254c	NA	gcn5-related n-acetyltransferase, phosphorylase	26	209.0	199.6	-0.07	5625.00	0.11733	0.42307
MB3255c	NA	Phage protein	6	282.7	841.7	1.57	200.00	1.00000	1.00000
MB3256	aroA	3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE AROA (5-ENOLPYRUVYLSHIKIMATE-3-PHOSPHATE SYNTHASE) (EPSP SYNTHASE) (EPSPS)	6	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3257	NA	Ribosome small subunit biogenesis RbfA-release protein RsgA	9	23.3	56.5	1.27	270.00	0.62407	0.90805
MB3258c	desa3	POSSIBLE LINOLEOYL-COA DESATURASE (DELTA(6)-DESATURASE)	24	250.3	345.0	0.46	3615.00	0.14772	0.46893
MB3259c	NA	HYPOTHETICAL OXIDOREDUCTASE	15	161.6	312.3	0.95	1393.00	0.77921	1.00000
MB3260c	NA	link to acyltransferase activity	6	350.4	389.9	0.15	263.00	0.60792	0.89453
MB3261c	ppk2	polyphosphate kinase ppk2 (polyphosphoric acid kinase)	24	412.4	365.1	-0.18	5525.50	0.01539	0.16091
MB3262c	tgs3	possible triacylglycerol synthase (diacylglycerol acyltransferase)	28	462.7	358.4	-0.37	6809.50	0.25526	0.60119
MB3263	NA	link to acyltransferase activity	5	330.7	147.8	-1.16	166.00	0.34188	0.69414
MB3264c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN	11	351.7	139.4	-1.34	1080.00	0.00609	0.10538
MB3265c	NA	Potassium channel TrkA, possible KefG analog required for KefB activity	9	273.9	640.0	1.22	435.00	0.46563	0.78273
MB3266c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	22	549.0	543.9	-0.01	3968.00	0.15254	0.47794
MB3267c	NA	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN	50	245.9	395.2	0.68	21076.00	0.01285	0.14725
MB3268c	secA1	PROBABLE PREPROTEIN TRANSLOCASE SECA1 1 SUBUNIT	45	17.3	4.0	-2.11	89.00	0.17979	0.51469
MB3269c	hpf	Ribosome hibernation promoting factor Hpf	12	280.1	196.0	-0.52	1164.00	0.08887	0.36237
MB3270c	NA	Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy	3	187.9	39.6	-2.25	104.00	0.04745	0.27614
MB3271c	NA	unknown protein	4	33.9	20.1	-0.75	36.00	0.58974	0.88073
MB3272c	lpqB	PROBABLE CONSERVED LIPOPROTEIN LPQB	22	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3273c	mtrB	TWO COMPONENT SENSORY TRANSDUCTION HISTIDINE KINASE MTRB	17	5.8	0.4	-3.81	79.00	0.51386	0.82059
MB3274c	mtrA	TWO COMPONENT SENSORY TRANSDUCTION TRANSCRIPTIONAL REGULATORY PROTEIN MTRA	10	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3275c	tmk	thymidylate kinase tmk (dtmp kinase) (thymidylic acid kinase) (tmpk)	10	0.3	26.6	6.55	22.50	0.21434	0.54617
MB3276c	sahH	PROBABLE ADENOSYLHOMOCYSTEINASE SAHH (S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE) (ADOHCYASE)	23	0.3	0.0	-0.39	10.00	0.45325	0.77196
MB3277c	NA	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	11	215.7	319.4	0.57	1101.00	0.25335	0.59924
MB3278c	rubB	PROBABLE RUBREDOXIN RUBB	3	46.0	269.9	2.55	50.00	0.20601	0.53826
MB3279c	rubA	PROBABLE RUBREDOXIN RUBA	4	190.3	382.0	1.00	42.00	0.08826	0.36154
MB3280c	alkB	PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN)	30	480.8	361.4	-0.41	6606.00	0.08585	0.35838
MB3281c	NA	POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN	22	253.5	191.0	-0.41	3215.00	0.21500	0.54675
MB3282	NA	Monooxygenase	17	430.3	444.2	0.05	2711.00	0.07609	0.33870
MB3283c	manA	PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE)	18	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3284c	NA	Sugar binding protein	9	121.0	33.4	-1.86	424.00	0.00206	0.06498
MB3285c	pmma	probable phosphomannomutase pmma (pmm) (phosphomannose mutase)	20	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3286c	NA	sugar metabolism	4	44.7	35.5	-0.33	130.50	0.93376	1.00000
MB3287	NA	CONSERVED HYPOTHETICAL PROTEIN	2	26.7	182.1	2.77	33.00	0.94909	1.00000
MB3288c	whiB2	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2	2	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3289	fbiA	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA	11	285.8	61.9	-2.21	641.50	0.07038	0.32775
MB3290	fbiB	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIB	13	52.3	83.7	0.68	1103.00	0.20054	0.53401
MB3291	NA	PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE)	26	313.7	364.0	0.21	6191.00	0.06246	0.31050
MB3292c	manC	d-alpha-d-mannose-1-phosphate guanylyltransferase manb (d-alpha-d-heptose-1-phosphate guanylyltransferase)	16	0.2	13.6	6.31	31.50	1.00000	1.00000
MB3293c	wbbL1	dtdp-rha:a-d-glcnac-diphosphoryl polyprenol,a-3-l-rhamnosyl transferase wbbl1 (alpha-l-rhamnose-(1->3)-alpha-d-glcnac(1->p)-p- decaprenyl)	16	74.4	8.1	-3.20	8.50	1.00000	1.00000
MB3294c	rmlD	dtdp-6-deoxy-l-lyxo-4-hexulose reductase rmld (dtdp-rhamnose modification protein) (dtdp-rhamnose biosynthesis protein) (dtdp-rhamnose synthase)	15	66.3	0.7	-6.63	37.00	0.48814	0.79933
MB3295	NA	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1	20	10.5	1.3	-3.03	455.00	0.15355	0.47888
MB3296	NA	regulated by transcription	12	169.8	137.1	-0.31	1249.00	0.46151	0.77964
MB3297	NA	conserved protein	4	205.5	58.1	-1.82	57.50	0.36681	0.72026
MB3298	ctpC	PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC	13	129.5	52.9	-1.29	704.00	0.48881	0.79985
MB3299c	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN	5	278.4	19.5	-3.84	195.00	0.89529	1.00000
MB3300	NA	L-carnitine dehydratase/bile acid-inducible protein F	17	172.2	187.4	0.12	1701.00	0.58656	0.87940
MB3301	NA	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE)	28	159.8	162.8	0.03	6842.00	0.01757	0.16999
MB3302c	fadE25	PROBABLE ACYL-COA DEHYDROGENASE FADE25	17	140.2	159.0	0.18	2034.00	0.00417	0.08654
MB3303c	purE	PROBABLE PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE CATALYTIC SUBUNIT PURE (AIR CARBOXYLASE) (AIRC)	6	0.6	0.0	-0.65	10.00	0.45325	0.77196
MB3304c	purK	PROBABLE PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE ATPASE SUBUNIT PURK (AIR CARBOXYLASE) (AIRC)	10	0.4	0.0	-0.51	40.00	0.17090	0.50325
MB3305	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	13	45.7	41.4	-0.14	228.00	0.39228	0.74288
MB3306c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	8	427.4	442.5	0.05	652.00	0.05652	0.29726
MB3307c	birA	POSSIBLE BIFUNCTIONAL PROTEIN BIRA: BIOTIN OPERON REPRESSOR + BIOTIN--[ACETYL-COA-CARBOXYLASE] SYNTHETASE (BIOTIN--PROTEIN LIGASE)	5	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3308	accD5	PROBABLE PROPIONYL-COA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE)	31	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3309	acce5	probable bifunctional protein acetyl-/propionyl-coenzyme a carboxylase (epsilon chain) acce5	2	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3310	NA	Septum formation protein Maf	11	65.4	384.8	2.56	282.00	0.04424	0.26737
MB3311	sseA	PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE)	19	452.4	313.6	-0.53	3783.50	0.00076	0.03855
MB3312	NA	Sulfur acceptor protein => iron-sulfur cluster assembly SufE	5	1.5	19.2	3.69	27.00	0.56556	0.86166
MB3313	accA3	PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP)	25	0.0	0.0	0.00	0.00	1.00000	1.00000
MB3314c	sigF	alternative rna polymerase sigma factor sigf	10	154.5	1098.1	2.83	734.00	0.31744	0.66697
MB3315c	rsbW	ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR)	3	559.9	363.5	-0.62	59.00	0.46219	0.77964
MB3316c	usfY	PUTATIVE PROTEIN USFY	9	219.1	188.0	-0.22	790.50	0.07894	0.34408
MB3317c	NA	POSSIBLE TRANSMEMBRANE PROTEIN	7	44.0	45.2	0.04	504.00	0.05558	0.29708
MB3318c	lat	PROBABLE L-LYSINE-EPSILON AMINOTRANSFERASE LAT (L-LYSINE AMINOTRANSFERASE) (LYSINE 6-AMINOTRANSFERASE)	23	374.9	238.2	-0.65	3419.00	0.44701	0.77196
MB3319c	lrpa	probable transcriptional regulatory protein lrpa (lrp/asnc-family)	10	79.5	86.9	0.13	483.00	0.68247	0.94970
MB3320	NA	CONSERVED HYPOTHETICAL PROTEIN	19	180.6	153.6	-0.23	1990.00	0.30176	0.65589
MB3321	pcd	PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE)	14	391.1	247.1	-0.66	1440.00	0.03003	0.22122
MB3322c	NA	Predicted ATPase (AAA+ superfamily)	20	398.0	226.0	-0.82	3807.00	0.00052	0.03308
MB3323	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	10	409.2	342.7	-0.26	655.50	0.16011	0.48804
MB3324	lhr	PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN)	47	222.6	170.0	-0.39	18061.50	0.00447	0.08860
MB3325	nei	PROBABLE ENDONUCLEASE VIII NEI	9	290.8	180.7	-0.69	713.00	0.44480	0.77196
MB3326c	lpqC	POSSIBLE ESTERASE LIPOPROTEIN LPQC	10	298.6	320.0	0.10	950.50	0.13808	0.45573
MB3327c	atsB	PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE)	43	176.3	249.2	0.50	9780.00	0.37875	0.72859
MB3328c	NA	Pseudouridine synthase (EC 4.2.1.70), PA2043 type	9	29.9	187.5	2.65	473.50	0.54693	0.84870
MB3329c	phoY1	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1	8	179.7	466.8	1.38	240.50	0.30802	0.66259
MB3330c	glpD2	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2	26	128.8	174.4	0.44	4553.00	0.33686	0.68889
MB3331c	lpdA	nad(p)h quinone reductase lpda	17	124.8	111.5	-0.16	1532.00	0.21028	0.54177
MB3332	NA	AIG2-like domain protein	10	74.1	250.7	1.76	572.00	0.31693	0.66697
MB3333c	amiA1	possible n-acyl-l-amino acid amidohydrolase amia1 (n-acyl-l-amino acid aminohydrolase)	15	86.5	81.6	-0.09	1729.00	0.27207	0.62281
MB3334c	amiB1	probable amidohydrolase amib1 (aminohydrolase)	12	56.8	49.1	-0.21	1149.00	0.05834	0.29870
MB3335	deoD	PROBABLE PURINE NUCLEOSIDE PHOSPHORYLASE DEOD (INOSINE PHOSPHORYLASE) (PNP)	10	139.7	136.7	-0.03	746.00	0.58405	0.87661
MB3336	pmmB	PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE)	16	155.8	137.9	-0.18	1667.00	0.02816	0.21455
MB3337c	upp	PROBABLE URACIL PHOSPHORIBOSYLTRANSFERASE UPP (UMP PYROPHOSPHORYLASE) (UPRTASE) (UMP DIPHOSPHORYLASE)	13	253.3	730.0	1.53	944.00	0.84170	1.00000
MB3338	sapm	acid phosphatase (acid phosphomonoesterase) (phosphomonoesterase) (glycerophosphatase)	17	204.6	230.6	0.17	1625.50	0.05977	0.30335
MB3339	NA	conserved protein	14	72.2	9.5	-2.93	857.00	0.50817	0.81698
MB3340c	NA	Hydrolase, alpha/beta fold family	16	245.1	154.4	-0.67	2143.00	0.06569	0.31940
MB3341c	NA	SECRETED PROTEIN ANTIGEN	5	224.0	175.7	-0.35	140.00	0.66226	0.93633
MB3342c	add	PROBABLE ADENOSINE DEAMINASE ADD (ADENOSINE AMINOHYDROLASE)	11	30.2	280.0	3.21	693.00	0.54478	0.84821
MB3343c	deoA	PROBABLE THYMIDINE PHOSPHORYLASE DEOA (TDRPASE) (PYRIMIDINE PHOSPHORYLASE)	11	94.6	370.6	1.97	742.50	0.55314	0.85399
MB3344c	cdd	PROBABLE CYTIDINE DEAMINASE CDD (CYTIDINE AMINOHYDROLASE) (CYTIDINE NUCLEOSIDE DEAMINASE)	5	57.7	109.5	0.92	81.50	0.53582	0.84061
MB3345	sdhC	PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)	6	128.7	68.9	-0.90	312.00	0.57083	0.86707
MB3346	sdhD	PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)	4	162.1	17.0	-3.25	115.00	0.00987	0.13263
MB3347	sdhA	PROBABLE SUCCINATE DEHYDROGENASE (FLAVOPROTEIN SUBUNIT) SDHA (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)	32	178.3	113.9	-0.65	3315.00	0.08801	0.36154
